document_name,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
3,0.08377452,0.08362491,0.5821622,0.08354364,0.08355837,0.0833364
decod,0.08334842,0.083349645,0.5832553,0.08334899,0.083349116,0.08334852
commun,0.5786915,0.08480303,0.08459768,0.08350511,0.08453781,0.083864875
led,0.08335565,0.083357394,0.08389816,0.08335642,0.08335668,0.58267576
jwardel,0.08338975,0.08339334,0.58304304,0.08339167,0.083392024,0.08339019
contain,0.58133274,0.08335118,0.08431152,0.08389881,0.08335056,0.08375519
element,0.083355576,0.08335731,0.08390258,0.08335645,0.08335659,0.58267146
android,0.08435917,0.08408717,0.0841853,0.083589494,0.08388918,0.5798897
OS,0.08434437,0.08384619,0.581101,0.083344884,0.08375352,0.08361003
exampl,0.08334855,0.08334934,0.5832555,0.083348885,0.08334912,0.083348565
code,0.083392344,0.58221614,0.08385241,0.08342628,0.083433785,0.08367903
adher,0.0833897,0.08339322,0.5830434,0.08339158,0.08339197,0.08339015
apach,0.08338975,0.08339333,0.58304304,0.08339161,0.08339209,0.08339019
2.0,0.08338969,0.083393164,0.58304346,0.08339159,0.083391964,0.08339014
licens,0.083496235,0.08334165,0.084007606,0.58247024,0.08334312,0.08334112
Go,0.08335773,0.083359,0.58145005,0.084185675,0.08428987,0.08335774
inform,0.08344983,0.0836276,0.58280265,0.08333529,0.083335236,0.083449416
facebook,0.0837153,0.5802112,0.0836931,0.08474659,0.08333858,0.0842952
page,0.08402563,0.08333622,0.08417181,0.5807574,0.08365094,0.084058
model,0.08333867,0.08357748,0.5823857,0.08352556,0.08353076,0.08364183
3,0.083772145,0.08362474,0.5821649,0.08354356,0.083558284,0.08333639
specif,0.083666824,0.0833502,0.5814564,0.08386362,0.08394489,0.08371804
inform,0.08344989,0.083631955,0.5827981,0.08333529,0.083335236,0.08344952
disclaim,0.08335724,0.083358936,0.58321,0.083358124,0.08335829,0.083357416
thi,0.08354116,0.08353995,0.08471988,0.08362455,0.0833538,0.5812207
softwar,0.08411352,0.08334977,0.580536,0.08386879,0.08342126,0.084710605
affili,0.0833897,0.083393276,0.58304334,0.083391555,0.083391964,0.08339015
tesla,0.08334051,0.08334117,0.583296,0.083340876,0.083340935,0.08334054
motor,0.08336201,0.5824903,0.08405904,0.08336307,0.08336321,0.08336235
inform,0.08344983,0.083628066,0.5828022,0.08333529,0.083335236,0.08344943
shown,0.08338969,0.08339316,0.5830435,0.08339156,0.08339197,0.08339014
meant,0.0833708,0.08337304,0.084325284,0.08338247,0.58217734,0.08337108
public,0.08335734,0.083359286,0.58256286,0.08335831,0.08335843,0.084003754
may,0.08334216,0.08434247,0.5820028,0.08362804,0.0833424,0.08334212
inaccur,0.08338972,0.08339328,0.58304316,0.083391644,0.08339201,0.08339018
subject,0.083357275,0.083358705,0.5832103,0.083358064,0.083358206,0.083357446
chang,0.08379045,0.08360816,0.5794576,0.08385732,0.084518515,0.084767915
disappear,0.08338968,0.08339314,0.5830435,0.08339153,0.08339202,0.08339013
car,0.083334215,0.58274204,0.08385107,0.08333433,0.083404094,0.08333422
get,0.084170006,0.084157266,0.57892734,0.084417365,0.084530614,0.08379744
softwar,0.08411313,0.083349764,0.58054984,0.08386855,0.08342124,0.08469753
updat,0.08382345,0.08418578,0.58031243,0.083340734,0.08435224,0.08398535
thi,0.083540715,0.0835395,0.08464299,0.08362388,0.08335376,0.5812991
inform,0.08344978,0.08362741,0.5828029,0.08333529,0.083335236,0.08344939
present,0.08333623,0.5825556,0.08356463,0.08380035,0.08334267,0.083400555
entertain,0.58259404,0.08334625,0.08402277,0.08334574,0.08334581,0.08334537
purpos,0.08334206,0.08334292,0.5832874,0.08334243,0.08334249,0.08334265
learn,0.08410279,0.579764,0.0845431,0.08441145,0.083618976,0.08355966
car,0.083334215,0.5827473,0.083845854,0.08333433,0.08340407,0.08333422
work,0.084041856,0.083642334,0.579695,0.083854616,0.083905235,0.08486098
the,0.08455256,0.08368862,0.08414432,0.08421853,0.5789075,0.08448848
inform,0.08344984,0.08362957,0.58280057,0.08333529,0.083335236,0.08344945
contain,0.5813368,0.08335118,0.084306985,0.08389935,0.08335056,0.083755165
scan,0.083334886,0.08339879,0.0835019,0.58199525,0.0835403,0.08422884
My,0.083503775,0.08334125,0.58313227,0.083341,0.083340935,0.08334081
tesla,0.0833405,0.083341174,0.583296,0.083340876,0.083340935,0.08334053
mobil,0.08334792,0.083612956,0.08378566,0.58120084,0.08375471,0.0842979
``,0.08396815,0.084408544,0.084497474,0.58005434,0.08341367,0.08365785
servic,0.08343914,0.08397276,0.5821052,0.083336346,0.08351159,0.08363492
'',0.08394892,0.084432974,0.084274784,0.5793044,0.083796725,0.08424222
gener,0.08334365,0.08380935,0.08390406,0.08334414,0.08334417,0.5822546
inform,0.08344992,0.08363397,0.5827961,0.08333529,0.083335236,0.08344951
purpos,0.08334206,0.08334292,0.5832874,0.08334243,0.08334249,0.08334265
brsand,0.08338965,0.08339311,0.58304375,0.083391495,0.08339191,0.0833901
engin,0.08345729,0.5826009,0.083485164,0.08354579,0.08333806,0.08357283
assum,0.08338971,0.08339322,0.58304334,0.08339159,0.08339199,0.083390154
respons,0.083368115,0.083370395,0.08419392,0.08336925,0.58232987,0.08336844
error,0.08338971,0.08339326,0.5830433,0.083391584,0.08339202,0.08339016
omiss,0.083389685,0.08339326,0.58304334,0.08339159,0.08339195,0.08339015
content,0.5818824,0.08359599,0.08450336,0.08333939,0.083339565,0.083339274
servic,0.08343921,0.08398217,0.5820953,0.08333635,0.08351171,0.08363524
In,0.58193976,0.083598,0.08443975,0.08333934,0.083339445,0.08334372
event,0.08378068,0.580819,0.08381975,0.08352383,0.084195726,0.083861046
shall,0.08338973,0.083393395,0.5830431,0.083391584,0.08339202,0.08339018
liabl,0.083389774,0.08339333,0.58304304,0.083391584,0.08339208,0.08339019
special,0.083630934,0.08335579,0.58180976,0.083418354,0.08391552,0.08386967
direct,0.083453976,0.5826777,0.08346514,0.083523564,0.083540544,0.08333902
indirect,0.083389744,0.08339333,0.5830431,0.08339159,0.083392054,0.083390184
consequenti,0.083389744,0.083393455,0.58304304,0.08339155,0.083392024,0.083390184
incident,0.08338971,0.083393134,0.5830434,0.083391584,0.08339203,0.08339015
damag,0.08335723,0.083358794,0.5832102,0.08335812,0.08335828,0.08335741
damag,0.08335724,0.0833588,0.5832102,0.083358124,0.08335829,0.083357416
whatsoev,0.0833897,0.08339328,0.5830433,0.083391555,0.083392,0.083390154
whether,0.08375282,0.08426792,0.5815129,0.08364235,0.08334213,0.08348185
action,0.5814827,0.08480889,0.083679035,0.083343156,0.08334315,0.08334304
contract,0.0838617,0.08335945,0.5827049,0.083358064,0.08335825,0.08335762
neglig,0.08338974,0.08339328,0.5830432,0.08339165,0.083391994,0.08339018
tort,0.0833897,0.08339323,0.58304334,0.083391584,0.083391994,0.083390154
aris,0.083389714,0.08339334,0.5830433,0.08339157,0.08339197,0.08339016
connect,0.083907515,0.0841756,0.08388933,0.083623335,0.58094126,0.08346294
servic,0.083439365,0.08400547,0.5820707,0.08333635,0.083512,0.08363611
content,0.5819515,0.08359536,0.08443496,0.08333938,0.08333955,0.08333926
servic,0.08343914,0.08397224,0.58210576,0.083336346,0.08351158,0.083634906
reserv,0.08338972,0.083393276,0.5830433,0.083391614,0.08339196,0.08339016
right,0.083857335,0.08333864,0.5817027,0.083697006,0.08372954,0.083674796
addit,0.58112806,0.08369006,0.08379284,0.08335431,0.0839757,0.08405902
delet,0.08386125,0.08335923,0.58178735,0.0833583,0.08427537,0.08335846
modif,0.083389744,0.08339328,0.58304304,0.08339168,0.083392076,0.08339019
content,0.58194464,0.083595425,0.0844417,0.08333938,0.08333955,0.08333926
servic,0.08343942,0.08401557,0.5820606,0.08333635,0.08351209,0.08363596
time,0.57994956,0.08447853,0.08429942,0.083667725,0.08369423,0.08391055
without,0.084262915,0.0833392,0.084571205,0.08400272,0.08333907,0.58048487
prior,0.083389685,0.083393194,0.5830435,0.08339155,0.08339193,0.08339013
notic,0.083389714,0.08339318,0.5830433,0.08339168,0.083391994,0.08339016
thi,0.08355412,0.08355282,0.58106107,0.08364279,0.08335507,0.08483417
disclaim,0.083357245,0.08335894,0.58320993,0.08335813,0.083358295,0.08335742
licens,0.08349643,0.08334167,0.08402668,0.5824509,0.08334314,0.08334114
termsfe,0.08338974,0.08339334,0.5830431,0.08339163,0.08339204,0.083390184
gener,0.083343655,0.08380677,0.083920516,0.08334415,0.08334418,0.58224076
b,0.084216155,0.084247746,0.578191,0.08436092,0.08460101,0.08438318
'',0.083949074,0.08443806,0.084275104,0.57929844,0.08379683,0.08424251
tini,0.08333931,0.08333959,0.08333935,0.5833028,0.08333958,0.083339415
scanner,0.08333495,0.0840439,0.08381308,0.5815688,0.08340948,0.08382984
pro,0.08442492,0.0836366,0.08359772,0.58108413,0.08384986,0.08340674
the,0.08446206,0.08368745,0.084140815,0.08421456,0.5790084,0.08448675
littl,0.08423464,0.08337419,0.08337245,0.58227307,0.08337343,0.08337223
scan,0.083334886,0.08339885,0.08350207,0.58197206,0.083540514,0.08425163
everyth,0.08356201,0.08381035,0.08357693,0.5806204,0.08461832,0.08381202
scan,0.083334886,0.083398856,0.083502084,0.58196884,0.08354053,0.08425477
document,0.083375014,0.08337162,0.083366446,0.5820044,0.084019,0.08386355
photo,0.083390355,0.08333531,0.0834627,0.58260584,0.083527856,0.08367794
receipt,0.083475925,0.08334046,0.08334078,0.58193123,0.083552174,0.08435946
anyth,0.084424995,0.08334731,0.08363318,0.5813703,0.08334667,0.08387754
lightn,0.08337177,0.08337389,0.08337198,0.58313686,0.08337328,0.08337222
fast,0.083954826,0.08334668,0.084051326,0.084600165,0.08335774,0.58068925
gorgeous,0.08337172,0.083373845,0.08337192,0.5831372,0.0833732,0.08337212
design,0.083487526,0.083334886,0.08353705,0.582792,0.0833347,0.08351386
phone,0.08454897,0.08348894,0.08440567,0.5797822,0.08412218,0.08365207
tablet,0.08432521,0.08380689,0.08410466,0.5807061,0.08371282,0.083344355
IS,0.08334765,0.08399461,0.08334777,0.5822609,0.0837013,0.08334775
that,0.08336202,0.5796887,0.08402935,0.08436232,0.0844771,0.084080525
A,0.08351199,0.08423411,0.08334184,0.5803072,0.0837461,0.0848588
scanner,0.08333496,0.08409007,0.08381663,0.58151424,0.08340968,0.083834425
IN,0.08397301,0.5815492,0.08336239,0.08438978,0.08336318,0.08336238
your,0.084551476,0.580576,0.08388514,0.08392794,0.08345918,0.083600245
pocket,0.08335612,0.08335743,0.08335629,0.08420977,0.08335694,0.5823634
tini,0.0833393,0.08333957,0.08333933,0.58330286,0.08333956,0.08333939
scanner,0.08333496,0.08404525,0.08381305,0.58156735,0.08340948,0.08382987
turn,0.08378867,0.08333997,0.08369665,0.58143485,0.08343718,0.08430271
devic,0.08362314,0.08398669,0.08457377,0.5792068,0.08439125,0.08421829
pdf,0.08361869,0.08333502,0.08333629,0.58191884,0.0840208,0.083770365
portabl,0.08335423,0.083355345,0.08335433,0.5831073,0.083355084,0.08347368
scanner,0.08333496,0.08404706,0.08381328,0.58156526,0.08340949,0.08382994
scan,0.083334886,0.083398774,0.083501846,0.58200264,0.08354023,0.08422162
save,0.083660185,0.08423301,0.08443038,0.5801629,0.08356143,0.083952166
phone,0.08461214,0.08348925,0.08440854,0.57971305,0.08412428,0.08365274
imag,0.08350937,0.08333565,0.08341105,0.08429564,0.08338152,0.5820668
pdf,0.083617955,0.08333502,0.083336286,0.5819623,0.08397911,0.08376936
name,0.08476628,0.08334191,0.08351878,0.5798988,0.08413317,0.084341094
organ,0.08371832,0.0836877,0.083513536,0.08363736,0.0839037,0.5815394
scan,0.083334886,0.083398834,0.08350202,0.5819794,0.08354044,0.084244385
folder,0.08336201,0.08333868,0.084037825,0.5825786,0.083338514,0.08334439
share,0.08441736,0.08430045,0.083927795,0.5788998,0.08427064,0.084183976
email,0.084343016,0.083734244,0.08344149,0.0839348,0.08382745,0.580719
dropbox,0.08333922,0.083339565,0.083682574,0.0840358,0.5820854,0.08351751
evernot,0.08334488,0.08334556,0.08334515,0.58219343,0.08432224,0.08344875
googl,0.08469216,0.5798388,0.08358588,0.08437338,0.08395694,0.08355279
drive,0.083547994,0.083531335,0.083750635,0.08428231,0.5814691,0.08341861
onedr,0.08335124,0.08335219,0.083756536,0.08424076,0.58194745,0.08335178
box,0.08334377,0.08334432,0.08334392,0.5832784,0.08334576,0.08334384
wifi,0.08334562,0.5817656,0.08401115,0.08411576,0.08334608,0.083415814
directli,0.08345575,0.58205557,0.08333914,0.08426136,0.083339185,0.083549015
comput,0.08333739,0.08403434,0.083431706,0.0838811,0.08333761,0.58197784
tini,0.0833393,0.08333957,0.08333933,0.58330286,0.08333956,0.08333939
scanner,0.08333496,0.08409615,0.0838182,0.5815066,0.08340971,0.08383437
big,0.08337177,0.0833739,0.083372,0.58313686,0.0833733,0.08337221
need,0.08362741,0.083731934,0.084179476,0.58081573,0.083792575,0.0838529
scan,0.083334886,0.083398886,0.083502166,0.58195835,0.08354063,0.08426509
color,0.08361119,0.08349574,0.08340197,0.08359946,0.08373789,0.5821538
grayscal,0.08335433,0.08335544,0.08335442,0.58309585,0.08335516,0.08348479
black,0.083849326,0.0833579,0.08335685,0.58177364,0.08385174,0.08381056
white,0.083357185,0.0833585,0.08335735,0.5822437,0.08374532,0.08393798
page,0.08402183,0.08333622,0.08418741,0.5807524,0.083650954,0.084051244
edg,0.084313065,0.08334582,0.083639905,0.08390018,0.58069694,0.0841041
detect,0.08348152,0.08334087,0.0833408,0.08360628,0.084396325,0.5818342
automag,0.08337174,0.083373874,0.08337199,0.58313704,0.08337326,0.083372146
5,0.5808789,0.08334078,0.08430176,0.08408519,0.08391936,0.08347404
level,0.083354376,0.08433658,0.0833546,0.58211964,0.08335515,0.08347962
contrast,0.08335634,0.08335762,0.08335656,0.5822782,0.08385815,0.0837931
crisp,0.08337178,0.0833739,0.08337197,0.5831368,0.08337332,0.083372235
monochrom,0.08335433,0.0833554,0.08335443,0.58309984,0.08335509,0.083480895
text,0.08365775,0.08333537,0.08341128,0.5823781,0.0833496,0.083867885
set,0.08402447,0.08333713,0.5809404,0.08374465,0.08394679,0.08400653
page,0.08402827,0.08333622,0.08417711,0.5807483,0.083651096,0.084059
size,0.08399197,0.083340615,0.083576106,0.5813628,0.0833488,0.08437973
pdf,0.083618,0.08333502,0.083336286,0.5819584,0.08398285,0.08376947
letter,0.083354495,0.083355464,0.08383926,0.5826186,0.08335532,0.08347687
legal,0.083354376,0.08335548,0.08335444,0.5830931,0.083355196,0.0834874
A4,0.08334457,0.083345175,0.08334471,0.58324915,0.08334504,0.08337139
thumbnail,0.08350479,0.08334185,0.08334134,0.58311677,0.08334155,0.083353706
list,0.084210634,0.083499685,0.08342048,0.581681,0.08384406,0.08334412
view,0.08374263,0.084336065,0.08360372,0.0836893,0.5810585,0.08356974
sort,0.083894335,0.08386,0.083617665,0.5819094,0.08334508,0.0833735
scan,0.083334886,0.08339883,0.083501995,0.58198166,0.08354042,0.08424218
date,0.08352132,0.08350342,0.08333738,0.08388926,0.5821261,0.08362257
titl,0.5826443,0.08333653,0.08355478,0.08374316,0.08333636,0.083384834
quick,0.083900966,0.08351672,0.083338894,0.08359642,0.58167315,0.08397387
search,0.08391107,0.08455054,0.57903385,0.08442322,0.08457401,0.08350727
document,0.08337516,0.08337175,0.083366565,0.5819375,0.08407221,0.08387681
titl,0.5826733,0.08333652,0.08355244,0.083716646,0.083336346,0.083384685
protect,0.08356433,0.083543025,0.0833382,0.08361212,0.5823924,0.083549894
document,0.08337517,0.08337176,0.08336657,0.58193195,0.08408174,0.083872795
passcod,0.08337172,0.08337385,0.08337195,0.5831371,0.08337323,0.08337216
univers,0.083371855,0.083374284,0.08337209,0.5820787,0.08337347,0.08442962
singl,0.5815869,0.083343685,0.083852,0.08376416,0.08342091,0.08403235
work,0.08404538,0.08364406,0.08474424,0.08385736,0.08390821,0.5798008
phone,0.08449507,0.083488725,0.084414355,0.5798296,0.084120676,0.08365159
tablet,0.084355496,0.08380756,0.08410568,0.5806736,0.083713345,0.083344355
got,0.08334381,0.08334438,0.08357592,0.58304787,0.083344094,0.08334396
question,0.0833396,0.083619766,0.5828085,0.083552524,0.08333979,0.08333982
CA,0.08337172,0.083373874,0.08337198,0.583137,0.083373286,0.08337217
n't,0.083584175,0.08334859,0.08373888,0.08459536,0.083348244,0.5813847
figur,0.083349615,0.0833505,0.08334973,0.58325,0.08335027,0.083349876
out,0.08337202,0.08337402,0.083372116,0.5820877,0.08337343,0.08442073
how,0.084516436,0.0837788,0.08398725,0.5806208,0.083349444,0.08374729
TO,0.58168405,0.08336101,0.08395792,0.0842769,0.083360456,0.08335963
DO,0.08337174,0.08337388,0.08337201,0.5831369,0.08337326,0.08337218
someth,0.08334736,0.084383205,0.08350041,0.083815426,0.083348006,0.5816056
pleas,0.08356652,0.5811525,0.08395242,0.08434315,0.083472356,0.08351306
email,0.08433521,0.08373408,0.08344145,0.08393447,0.08382723,0.5807275
us,0.083779335,0.5808953,0.08348902,0.084626466,0.08338226,0.08382764
tinyscan.a,0.083371684,0.083373815,0.08337188,0.58313733,0.083373226,0.08337206
appxy.com,0.083371766,0.08337388,0.08337196,0.5831369,0.08337326,0.083372205
well,0.083341405,0.084191486,0.083785415,0.08404276,0.5809072,0.083731696
help,0.083852336,0.0834655,0.5814471,0.08369727,0.08383032,0.08370749
figur,0.083349615,0.0833505,0.08334973,0.58325,0.08335027,0.083349876
permiss,0.0836405,0.083611555,0.5806607,0.08473192,0.08366531,0.08369
overview,0.083371714,0.08337384,0.08337193,0.5831372,0.08337322,0.08337211
1,0.08428036,0.08347568,0.58174056,0.083717786,0.08344897,0.083336696
storag,0.08421256,0.08334223,0.083530545,0.083982594,0.5803887,0.08454332
tini,0.0833393,0.08333957,0.08333933,0.58330286,0.083339565,0.08333939
scanner,0.08333496,0.084041275,0.083812885,0.58157176,0.083409466,0.083829656
need,0.08362758,0.0837322,0.0841899,0.5808041,0.08379291,0.08385329
permiss,0.08364092,0.083611935,0.58061093,0.08477996,0.08366577,0.0836905
read,0.084226936,0.08408942,0.5812235,0.08379139,0.08333441,0.083334334
photo,0.083390445,0.08333531,0.08346287,0.58259106,0.08352907,0.08369124
galleri,0.08333842,0.08355593,0.083338425,0.582829,0.08335858,0.083579615
store,0.08363499,0.08427163,0.08345759,0.08368705,0.581546,0.08340272
doc,0.08343225,0.08333833,0.08334087,0.5824801,0.083338946,0.08406953
phone,0.0845098,0.0834891,0.084471725,0.5797534,0.08412354,0.083652444
2,0.084252566,0.083550364,0.58152413,0.08368365,0.0834967,0.08349256
camera,0.08343718,0.08333859,0.08348029,0.08381015,0.5811138,0.08481997
tini,0.0833393,0.083339565,0.08333933,0.58330286,0.083339565,0.08333939
scanner,0.08333496,0.08406858,0.083818175,0.58153087,0.08340964,0.083837755
need,0.08362804,0.08373288,0.08421918,0.5807716,0.08379372,0.08385456
permiss,0.08365491,0.083624594,0.08481667,0.5805161,0.08368091,0.083706796
camera,0.08343721,0.08333859,0.08348033,0.08381029,0.58110327,0.0848303
scan,0.083334886,0.083398946,0.08350234,0.58193296,0.08354084,0.084290005
doc,0.08343194,0.08333831,0.08334085,0.5825404,0.08333893,0.084009595
follow,0.083562516,0.5809368,0.08368937,0.08435268,0.08376135,0.08369728
us,0.083779074,0.5809129,0.08348895,0.0846095,0.083382234,0.08382735
twitter,0.08333866,0.5812854,0.0836908,0.08422026,0.083338596,0.08412627
appxy_offici,0.083371714,0.08337384,0.08337193,0.5831372,0.08337322,0.0833721
like,0.08336206,0.58216333,0.083362296,0.08438684,0.08336314,0.08336234
us,0.083779804,0.5808628,0.083489165,0.084657736,0.08338229,0.08382817
facebook,0.083716184,0.5801282,0.08369393,0.08482491,0.083338596,0.0842982
appxi,0.08334965,0.083350524,0.08334978,0.5832498,0.08335033,0.08334986
follow,0.083563134,0.5808612,0.08369042,0.08442419,0.08376269,0.08369836
us,0.08377878,0.5809315,0.08348887,0.0845916,0.08338221,0.08382701
google+,0.083371736,0.083373874,0.08337195,0.583137,0.08337325,0.08337222
appxi,0.08334966,0.08335053,0.08334979,0.58324987,0.08335034,0.08334987
'',0.08395151,0.08449176,0.08429306,0.5792158,0.083798416,0.08424945
b'onc,0.083371736,0.083374076,0.08337195,0.58313686,0.08337316,0.08337221
